Index,name,generation,attack,defense,hp,special_attack,special_defense,speed,type_1,type_2,url
1903,phanpy,4,60,60,90,40,40,40,ground,null,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon)
1904,phanpy,5,60,60,90,40,40,40,ground,null,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon)
1905,phanpy,6,60,60,90,40,40,40,ground,null,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon)
1906,phanpy,7,60,60,90,40,40,40,ground,null,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon)
1907,donphan,2,120,120,90,60,60,50,ground,null,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
1908,donphan,3,120,120,90,60,60,50,ground,null,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
1909,donphan,4,120,120,90,60,60,50,ground,null,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
1910,donphan,5,120,120,90,60,60,50,ground,null,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
1911,donphan,6,120,120,90,60,60,50,ground,null,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
1912,donphan,7,120,120,90,60,60,50,ground,null,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
1913,porygon2,2,80,90,85,105,95,60,normal,null,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
1914,porygon2,3,80,90,85,105,95,60,normal,null,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
1915,porygon2,4,80,90,85,105,95,60,normal,null,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
1916,porygon2,5,80,90,85,105,95,60,normal,null,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
1917,porygon2,6,80,90,85,105,95,60,normal,null,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
1918,porygon2,7,80,90,85,105,95,60,normal,null,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
1919,stantler,2,95,62,73,85,65,85,normal,null,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
1920,stantler,3,95,62,73,85,65,85,normal,null,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
1921,stantler,4,95,62,73,85,65,85,normal,null,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
1922,stantler,5,95,62,73,85,65,85,normal,null,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
1923,stantler,6,95,62,73,85,65,85,normal,null,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
1924,stantler,7,95,62,73,85,65,85,normal,null,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
1925,smeargle,2,20,35,55,20,45,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
1926,smeargle,3,20,35,55,20,45,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
1927,smeargle,4,20,35,55,20,45,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
1928,smeargle,5,20,35,55,20,45,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
1929,smeargle,6,20,35,55,20,45,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
1930,smeargle,7,20,35,55,20,45,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
1931,tyrogue,2,35,35,35,35,35,35,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
1932,tyrogue,3,35,35,35,35,35,35,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
1933,tyrogue,4,35,35,35,35,35,35,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
1934,tyrogue,5,35,35,35,35,35,35,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
1935,tyrogue,6,35,35,35,35,35,35,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
1936,tyrogue,7,35,35,35,35,35,35,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
1937,hitmontop,2,95,95,50,35,110,70,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
1938,hitmontop,3,95,95,50,35,110,70,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
1939,hitmontop,4,95,95,50,35,110,70,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
1940,hitmontop,5,95,95,50,35,110,70,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
1941,hitmontop,6,95,95,50,35,110,70,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
1942,hitmontop,7,95,95,50,35,110,70,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
1943,smoochum,2,30,15,45,85,65,65,ice,psychic,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
1944,smoochum,3,30,15,45,85,65,65,ice,psychic,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
1945,smoochum,4,30,15,45,85,65,65,ice,psychic,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
1946,smoochum,5,30,15,45,85,65,65,ice,psychic,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
1947,smoochum,6,30,15,45,85,65,65,ice,psychic,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
1948,smoochum,7,30,15,45,85,65,65,ice,psychic,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
1949,elekid,2,63,37,45,65,55,95,electric,null,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
1950,elekid,3,63,37,45,65,55,95,electric,null,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
1951,elekid,4,63,37,45,65,55,95,electric,null,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
1952,elekid,5,63,37,45,65,55,95,electric,null,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
1953,elekid,6,63,37,45,65,55,95,electric,null,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
1954,elekid,7,63,37,45,65,55,95,electric,null,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
1955,magby,2,75,37,45,70,55,83,fire,null,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
1956,magby,3,75,37,45,70,55,83,fire,null,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
1957,magby,4,75,37,45,70,55,83,fire,null,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
1958,magby,5,75,37,45,70,55,83,fire,null,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
1959,magby,6,75,37,45,70,55,83,fire,null,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
1960,magby,7,75,37,45,70,55,83,fire,null,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
1961,miltank,2,80,105,95,40,70,100,normal,null,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
1962,miltank,3,80,105,95,40,70,100,normal,null,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
1963,miltank,4,80,105,95,40,70,100,normal,null,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
1964,miltank,5,80,105,95,40,70,100,normal,null,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
1965,miltank,6,80,105,95,40,70,100,normal,null,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
1966,miltank,7,80,105,95,40,70,100,normal,null,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
1967,blissey,2,10,10,255,75,135,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
1968,blissey,3,10,10,255,75,135,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
1969,blissey,4,10,10,255,75,135,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
1970,blissey,5,10,10,255,75,135,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
1971,blissey,6,10,10,255,75,135,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
1972,blissey,7,10,10,255,75,135,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
1973,raikou,2,85,75,90,115,100,115,electric,null,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
1974,raikou,3,85,75,90,115,100,115,electric,null,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
1975,raikou,4,85,75,90,115,100,115,electric,null,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
1976,raikou,5,85,75,90,115,100,115,electric,null,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
1977,raikou,6,85,75,90,115,100,115,electric,null,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
1978,raikou,7,85,75,90,115,100,115,electric,null,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
1979,entei,2,115,85,115,90,75,100,fire,null,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
1980,entei,3,115,85,115,90,75,100,fire,null,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
1981,entei,4,115,85,115,90,75,100,fire,null,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
1982,entei,5,115,85,115,90,75,100,fire,null,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
1983,entei,6,115,85,115,90,75,100,fire,null,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
1984,entei,7,115,85,115,90,75,100,fire,null,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
1985,suicune,2,75,115,100,90,115,85,water,null,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
1986,suicune,3,75,115,100,90,115,85,water,null,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
1987,suicune,4,75,115,100,90,115,85,water,null,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
1988,suicune,5,75,115,100,90,115,85,water,null,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
1989,suicune,6,75,115,100,90,115,85,water,null,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
1990,suicune,7,75,115,100,90,115,85,water,null,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
1991,larvitar,2,64,50,50,45,50,41,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
1992,larvitar,3,64,50,50,45,50,41,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
1993,larvitar,4,64,50,50,45,50,41,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
1994,larvitar,5,64,50,50,45,50,41,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
1995,larvitar,6,64,50,50,45,50,41,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
1996,larvitar,7,64,50,50,45,50,41,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
1997,pupitar,2,84,70,70,65,70,51,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
1998,pupitar,3,84,70,70,65,70,51,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
1999,pupitar,4,84,70,70,65,70,51,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
2000,pupitar,5,84,70,70,65,70,51,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
2001,pupitar,6,84,70,70,65,70,51,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
2002,pupitar,7,84,70,70,65,70,51,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
2003,tyranitar,2,134,110,100,95,100,61,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2004,tyranitar,3,134,110,100,95,100,61,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2005,tyranitar,4,134,110,100,95,100,61,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2006,tyranitar,5,134,110,100,95,100,61,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2007,tyranitar,6,134,110,100,95,100,61,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2008,tyranitar,7,134,110,100,95,100,61,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2009,tyranitar (mega tyranitar),2,164,150,100,95,120,71,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2010,tyranitar (mega tyranitar),3,164,150,100,95,120,71,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2011,tyranitar (mega tyranitar),4,164,150,100,95,120,71,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2012,tyranitar (mega tyranitar),5,164,150,100,95,120,71,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2013,tyranitar (mega tyranitar),6,164,150,100,95,120,71,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2014,tyranitar (mega tyranitar),7,164,150,100,95,120,71,rock,dark,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
2015,lugia,2,90,130,106,90,154,110,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
2016,lugia,3,90,130,106,90,154,110,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
2017,lugia,4,90,130,106,90,154,110,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
2018,lugia,5,90,130,106,90,154,110,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
2019,lugia,6,90,130,106,90,154,110,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
2020,lugia,7,90,130,106,90,154,110,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
2021,ho-oh,2,130,90,106,110,154,90,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
2022,ho-oh,3,130,90,106,110,154,90,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
2023,ho-oh,4,130,90,106,110,154,90,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
2024,ho-oh,5,130,90,106,110,154,90,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
2025,ho-oh,6,130,90,106,110,154,90,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
2026,ho-oh,7,130,90,106,110,154,90,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
2027,celebi,2,100,100,100,100,100,100,psychic,grass,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
2028,celebi,3,100,100,100,100,100,100,psychic,grass,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
2029,celebi,4,100,100,100,100,100,100,psychic,grass,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
2030,celebi,5,100,100,100,100,100,100,psychic,grass,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
2031,celebi,6,100,100,100,100,100,100,psychic,grass,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
2032,celebi,7,100,100,100,100,100,100,psychic,grass,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
2033,treecko,3,45,35,40,65,55,70,grass,null,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
2034,treecko,4,45,35,40,65,55,70,grass,null,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
2035,treecko,5,45,35,40,65,55,70,grass,null,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
2036,treecko,6,45,35,40,65,55,70,grass,null,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
2037,treecko,7,45,35,40,65,55,70,grass,null,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
2038,grovyle,3,65,45,50,85,65,95,grass,null,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
2039,grovyle,4,65,45,50,85,65,95,grass,null,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
2040,grovyle,5,65,45,50,85,65,95,grass,null,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
2041,grovyle,6,65,45,50,85,65,95,grass,null,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
2042,grovyle,7,65,45,50,85,65,95,grass,null,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
2043,sceptile,3,85,65,70,105,85,120,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2044,sceptile,4,85,65,70,105,85,120,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2045,sceptile,5,85,65,70,105,85,120,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2046,sceptile,6,85,65,70,105,85,120,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2047,sceptile,7,85,65,70,105,85,120,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2048,sceptile (mega sceptile),3,110,75,70,145,85,145,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2049,sceptile (mega sceptile),4,110,75,70,145,85,145,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2050,sceptile (mega sceptile),5,110,75,70,145,85,145,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2051,sceptile (mega sceptile),6,110,75,70,145,85,145,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2052,sceptile (mega sceptile),7,110,75,70,145,85,145,grass,null,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
2053,torchic,3,60,40,45,70,50,45,fire,null,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
2054,torchic,4,60,40,45,70,50,45,fire,null,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
2055,torchic,5,60,40,45,70,50,45,fire,null,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
2056,torchic,6,60,40,45,70,50,45,fire,null,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
2057,torchic,7,60,40,45,70,50,45,fire,null,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
2058,combusken,3,85,60,60,85,60,55,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)
2059,combusken,4,85,60,60,85,60,55,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)
2060,combusken,5,85,60,60,85,60,55,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)
2061,combusken,6,85,60,60,85,60,55,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)
2062,combusken,7,85,60,60,85,60,55,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)
2063,blaziken,3,120,70,80,110,70,80,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2064,blaziken,4,120,70,80,110,70,80,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2065,blaziken,5,120,70,80,110,70,80,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2066,blaziken,6,120,70,80,110,70,80,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2067,blaziken,7,120,70,80,110,70,80,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2068,blaziken (mega blaziken),3,160,80,80,130,80,100,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2069,blaziken (mega blaziken),4,160,80,80,130,80,100,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2070,blaziken (mega blaziken),5,160,80,80,130,80,100,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2071,blaziken (mega blaziken),6,160,80,80,130,80,100,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2072,blaziken (mega blaziken),7,160,80,80,130,80,100,fire,fighting,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
2073,mudkip,3,70,50,50,50,50,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)
2074,mudkip,4,70,50,50,50,50,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)
2075,mudkip,5,70,50,50,50,50,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)
2076,mudkip,6,70,50,50,50,50,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)
2077,mudkip,7,70,50,50,50,50,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)
2078,marshtomp,3,85,70,70,60,70,50,water,ground,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)
2079,marshtomp,4,85,70,70,60,70,50,water,ground,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)
2080,marshtomp,5,85,70,70,60,70,50,water,ground,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)
2081,marshtomp,6,85,70,70,60,70,50,water,ground,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)
2082,marshtomp,7,85,70,70,60,70,50,water,ground,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)
2083,swampert,3,110,90,100,85,90,60,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2084,swampert,4,110,90,100,85,90,60,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2085,swampert,5,110,90,100,85,90,60,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2086,swampert,6,110,90,100,85,90,60,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2087,swampert,7,110,90,100,85,90,60,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2088,swampert (mega swampert),3,150,110,100,95,110,70,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2089,swampert (mega swampert),4,150,110,100,95,110,70,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2090,swampert (mega swampert),5,150,110,100,95,110,70,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2091,swampert (mega swampert),6,150,110,100,95,110,70,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2092,swampert (mega swampert),7,150,110,100,95,110,70,water,ground,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
2093,poochyena,3,55,35,35,30,30,35,dark,null,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon)
2094,poochyena,4,55,35,35,30,30,35,dark,null,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon)
2095,poochyena,5,55,35,35,30,30,35,dark,null,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon)
2096,poochyena,6,55,35,35,30,30,35,dark,null,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon)
2097,poochyena,7,55,35,35,30,30,35,dark,null,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon)
2098,mightyena,3,90,70,70,60,60,70,dark,null,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon)
2099,mightyena,4,90,70,70,60,60,70,dark,null,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon)
2100,mightyena,5,90,70,70,60,60,70,dark,null,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon)
2101,mightyena,6,90,70,70,60,60,70,dark,null,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon)
2102,mightyena,7,90,70,70,60,60,70,dark,null,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon)
